satisfaction_level,last_evaluation,project_count,average_monthly_hours,time_in_company,work_accident,emp_left,promotion_last_5years,sales,salary
0.96,0.7,3,227,2,0,0,0,support,medium
0.7,0.6,3,187,2,0,0,0,product_mng,high
0.77,0.66,3,260,4,0,0,0,RandD,high
0.28,0.77,3,221,3,0,0,0,sales,high
0.6,0.76,5,168,2,1,0,0,accounting,high
0.5,0.7,3,159,3,0,0,0,hr,low
0.49,0.8,3,227,4,1,0,0,technical,low
0.66,0.66,4,166,3,0,0,0,technical,low
0.94,0.81,3,196,3,0,0,0,technical,medium
0.85,0.68,3,272,2,1,0,0,support,medium
0.74,0.52,3,213,3,0,0,0,support,medium
0.23,0.75,6,220,3,0,0,0,support,medium
0.83,0.99,3,226,3,0,0,0,support,medium
0.23,0.72,6,121,3,0,0,0,support,medium
0.59,0.69,4,207,2,0,0,0,technical,medium
0.66,0.51,6,105,4,0,0,0,IT,high
0.59,0.79,3,217,4,0,0,0,product_mng,medium
0.66,0.85,6,165,5,0,0,0,product_mng,medium
0.72,0.57,4,224,4,0,0,0,RandD,medium
0.63,0.77,5,210,3,0,0,0,RandD,medium
0.55,0.87,3,215,2,0,0,0,RandD,medium
0.74,0.56,4,254,2,0,0,0,marketing,low
0.58,0.84,4,150,4,1,0,0,sales,low
0.75,0.67,4,135,2,0,0,0,sales,high
0.58,0.45,3,131,2,0,0,0,technical,low
0.6,0.4,3,146,4,1,0,0,technical,low
0.5,0.6,4,199,2,0,0,0,technical,low
0.43,0.77,3,237,3,1,0,0,technical,low
0.84,0.68,4,179,3,0,0,0,technical,high
0.83,0.75,3,262,3,0,0,0,IT,medium
0.56,1,3,272,2,0,0,0,IT,medium
0.93,0.73,3,252,4,0,0,0,product_mng,high
0.84,0.48,3,266,2,0,0,0,product_mng,medium
0.52,0.65,4,264,3,0,0,0,product_mng,medium
0.98,0.8,4,142,2,0,0,0,IT,medium
0.71,0.8,5,192,3,0,0,0,RandD,medium
0.65,0.92,4,242,2,0,0,0,RandD,medium
0.71,0.97,3,173,2,1,0,0,marketing,medium
0.7,0.72,2,189,3,0,0,0,sales,low
0.56,0.67,4,184,3,0,0,0,marketing,low
0.97,0.57,3,144,3,0,0,0,marketing,low
0.97,0.81,5,266,2,0,0,0,sales,low
0.77,0.87,3,207,4,1,0,0,sales,low
0.66,0.53,4,162,3,0,0,0,sales,low
0.66,0.82,4,257,3,1,0,0,sales,medium
0.4,0.37,3,123,2,0,0,0,sales,medium
1,0.6,4,261,3,0,0,0,technical,low
0.3,0.98,2,109,4,1,0,0,technical,low
0.95,0.58,5,169,2,0,0,0,support,low
0.96,0.48,3,182,2,1,0,0,support,medium
0.85,0.88,3,198,4,1,0,0,technical,medium
0.51,0.71,5,154,2,0,0,0,product_mng,medium
0.69,0.89,2,202,2,0,0,0,IT,medium
0.88,0.59,4,240,2,0,0,0,sales,low
0.64,0.78,5,156,5,1,0,0,sales,low
0.64,0.6,3,196,3,0,0,0,sales,low
0.87,0.54,4,162,2,0,0,0,sales,low
0.99,0.64,4,135,2,1,0,0,sales,low
0.96,0.7,2,273,3,0,0,0,sales,low
0.53,0.65,3,241,3,0,0,0,sales,low
0.7,0.39,6,285,4,0,0,0,sales,low
0.64,0.64,4,242,3,0,0,0,sales,medium
0.83,0.59,4,197,4,0,0,0,sales,medium
0.94,0.84,5,203,3,0,0,0,technical,low
0.47,0.55,4,100,4,1,0,0,technical,low
0.91,0.61,3,262,3,0,0,0,technical,low
0.71,0.65,3,190,3,0,0,0,support,low
0.83,0.65,3,231,2,0,0,0,support,low
0.56,0.88,4,273,3,0,0,0,support,low
0.99,0.73,4,224,2,0,0,0,support,low
0.67,0.8,4,190,4,0,0,0,technical,medium
0.74,0.61,3,228,2,1,0,0,IT,low
0.79,0.77,4,171,2,0,0,0,RandD,low
0.84,0.73,5,230,4,1,0,0,accounting,low
0.5,0.89,5,223,3,0,0,0,marketing,low
0.34,0.88,5,131,6,0,0,0,sales,low
0.72,0.69,4,147,3,0,0,0,sales,medium
0.95,0.67,4,219,2,0,0,0,sales,medium
0.67,0.85,4,266,3,0,0,0,hr,medium
0.7,0.74,4,150,3,1,0,0,technical,low
0.63,0.74,5,227,2,0,0,0,technical,low
0.6,0.88,4,175,3,0,0,0,support,low
0.22,0.98,4,185,3,0,0,0,support,low
0.23,0.96,4,213,4,0,0,0,technical,medium
0.65,0.92,3,101,3,1,0,0,IT,medium
0.49,0.57,3,157,3,0,0,0,IT,medium
0.95,0.75,3,247,2,0,0,0,product_mng,medium
0.99,0.98,5,241,2,0,0,0,IT,medium
0.49,0.49,4,240,2,0,0,0,RandD,medium
0.56,0.73,3,226,3,0,0,0,RandD,medium
0.29,0.85,2,248,6,1,0,0,support,low
0.64,0.79,4,274,2,1,0,0,technical,low
0.98,0.88,4,145,2,0,0,0,sales,low
0.6,0.67,3,249,2,0,0,0,sales,medium
0.6,0.5,3,211,3,0,0,0,technical,medium
0.69,0.82,4,137,2,1,0,0,technical,low
0.21,0.81,5,169,4,0,0,0,support,medium
0.15,0.84,3,201,6,0,0,0,support,medium
0.66,0.69,3,257,2,0,0,0,support,medium
0.99,0.62,4,256,2,0,0,0,IT,medium
0.92,0.51,4,167,3,1,0,0,IT,medium
0.59,0.75,2,273,2,0,0,0,IT,high
0.71,0.87,4,238,3,0,0,0,sales,low
0.48,0.89,3,224,3,0,0,0,sales,low
0.93,0.68,3,137,3,1,0,0,sales,medium
0.78,0.49,3,194,3,1,0,0,sales,medium
0.49,0.68,3,181,3,0,0,0,accounting,medium
0.65,0.63,3,237,3,0,0,0,hr,medium
0.88,0.75,5,152,3,0,0,0,hr,high
0.52,0.92,5,280,6,1,0,0,hr,high
0.55,0.92,4,257,2,0,0,0,technical,high
0.73,0.64,3,202,4,0,0,0,technical,high
0.78,0.86,4,240,3,0,0,0,technical,low
0.36,0.97,5,151,3,0,0,0,support,low
0.52,0.63,4,136,2,0,0,0,support,medium
0.86,0.71,5,235,4,0,0,0,IT,medium
0.48,0.47,3,160,3,0,0,0,product_mng,medium
0.17,0.88,2,206,4,0,0,0,support,medium
0.86,0.61,4,221,2,0,0,0,marketing,medium
0.25,0.96,6,217,4,0,0,0,marketing,low
0.65,0.66,3,164,2,0,0,0,sales,low
0.81,0.56,3,142,3,0,0,0,sales,low
0.14,0.57,4,207,5,0,0,0,sales,low
0.15,0.37,2,167,3,0,0,0,sales,low
0.91,0.5,4,231,3,0,0,0,sales,high
0.59,0.99,5,254,3,1,0,0,sales,low
0.8,0.6,3,247,2,0,0,0,sales,medium
0.93,0.52,3,229,2,1,0,0,hr,medium
0.58,0.61,4,200,3,0,0,0,technical,low
0.5,0.76,4,229,3,1,0,0,technical,low
0.54,0.71,3,153,3,0,0,0,technical,low
0.65,0.84,3,189,2,1,0,0,support,low
0.78,0.96,3,248,3,0,0,0,IT,medium
0.71,0.61,2,216,2,0,0,0,product_mng,medium
0.56,0.86,4,181,3,0,0,0,marketing,medium
0.9,0.61,3,185,3,0,0,0,marketing,medium
0.55,0.53,4,214,3,0,0,0,sales,low
0.88,0.7,4,146,4,0,0,0,sales,low
0.49,0.93,3,226,3,0,0,0,sales,low
0.32,0.67,5,224,4,1,0,0,accounting,medium
0.98,0.63,4,232,2,0,0,0,hr,medium
0.93,0.49,3,211,2,0,0,0,technical,medium
0.76,0.76,4,214,3,0,0,0,technical,high
0.79,0.5,3,213,3,1,0,0,support,low
0.47,0.44,5,255,5,1,0,0,support,low
0.63,0.57,5,149,3,0,0,0,support,low
0.89,1,4,226,2,1,0,0,technical,low
0.75,0.92,3,199,3,1,0,0,management,low
0.41,0.69,2,152,4,1,0,0,IT,low
0.78,0.74,4,261,3,1,0,0,product_mng,medium
0.82,0.89,4,275,3,0,0,0,IT,medium
0.64,0.67,5,167,2,0,0,0,sales,low
0.35,0.78,5,275,4,0,0,0,marketing,low
0.66,1,4,192,2,0,0,0,sales,low
0.94,0.61,4,199,3,0,0,0,sales,low
0.24,0.85,4,160,5,0,0,0,sales,low
0.69,0.8,3,177,4,0,0,0,sales,low
0.78,0.66,4,258,3,0,0,0,sales,low
0.84,0.65,4,264,2,0,0,0,hr,medium
0.48,0.54,3,190,3,0,0,0,technical,medium
0.18,0.95,6,248,3,0,0,0,support,low
0.89,0.64,5,191,3,0,0,0,support,low
0.87,0.59,4,202,3,0,0,0,IT,medium
0.97,0.55,4,181,5,1,0,0,RandD,medium
0.61,0.51,3,207,3,0,0,0,RandD,medium
0.66,0.63,3,201,4,0,0,0,management,medium
0.14,0.73,5,273,4,1,0,0,sales,low
0.96,0.52,4,228,3,0,0,0,sales,low
0.69,0.9,4,148,2,0,0,0,sales,low
0.73,0.77,3,230,2,0,0,0,sales,low
0.58,0.86,3,226,2,0,0,0,sales,low
0.82,0.57,2,158,3,1,0,0,hr,medium
0.9,0.49,3,237,2,0,0,0,technical,medium
0.69,0.68,4,225,3,0,0,0,technical,low
0.74,0.54,3,243,3,0,0,0,IT,medium
0.56,0.41,6,142,3,0,0,0,product_mng,medium
0.52,0.78,3,181,3,0,0,0,RandD,medium
0.84,0.52,6,98,3,0,0,0,marketing,low
0.95,0.97,4,203,2,0,0,0,sales,low
0.9,0.55,4,211,3,0,0,0,accounting,medium
0.55,0.59,3,231,4,0,0,0,hr,medium
0.4,0.42,3,146,2,1,0,0,hr,medium
0.7,0.77,4,266,2,0,0,0,technical,low
0.72,0.71,3,132,2,1,0,0,technical,low
0.63,0.51,3,126,6,0,0,0,technical,low
0.8,0.97,4,220,3,0,0,0,support,low
0.74,0.58,4,193,3,0,0,0,support,medium
0.92,0.63,5,156,3,0,0,0,technical,medium
0.76,0.54,5,278,2,1,0,0,technical,medium
0.42,0.47,2,125,4,0,0,0,IT,medium
0.68,0.55,6,181,3,0,0,0,IT,medium
0.71,0.8,4,157,3,0,0,0,RandD,medium
0.63,0.94,3,237,3,1,0,0,RandD,medium
0.77,0.53,5,256,3,0,0,0,accounting,medium
0.61,1,5,243,2,0,0,0,technical,medium
0.14,0.63,6,215,5,0,0,0,sales,low
0.98,0.89,3,186,2,0,0,0,sales,low
0.65,0.55,5,206,3,0,0,0,sales,low
0.95,0.94,2,269,4,1,0,0,sales,low
0.71,0.44,2,207,4,0,0,0,sales,low
0.68,0.74,3,227,2,0,0,0,technical,medium
0.83,0.66,3,239,3,0,0,0,technical,low
0.32,0.64,3,151,3,0,0,0,support,low
0.12,0.9,3,200,3,0,0,0,support,low
0.57,0.74,3,257,2,0,0,0,support,low
0.35,0.47,4,151,6,0,0,0,management,medium
0.76,0.85,3,204,2,1,0,0,product_mng,medium
0.51,0.69,3,135,3,0,0,0,IT,medium
0.81,0.52,3,162,3,0,0,0,marketing,medium
0.74,0.95,5,170,4,0,0,0,technical,medium
0.83,0.62,4,218,3,0,0,0,sales,low
0.72,0.7,4,217,3,0,0,0,sales,low
0.89,0.68,4,146,3,0,0,0,sales,low
0.81,0.97,4,212,2,0,0,0,sales,low
1,0.85,4,156,3,0,0,0,sales,low
0.61,0.59,3,157,2,0,0,0,sales,high
0.71,0.89,3,222,3,0,0,0,accounting,low
0.85,0.66,3,235,3,0,0,0,technical,low
0.66,0.72,4,137,3,0,0,0,technical,low
0.83,0.8,4,150,3,0,0,0,support,low
0.75,0.49,4,246,3,0,0,0,support,low
0.97,0.54,3,271,3,0,0,0,support,medium
0.66,0.84,3,170,4,0,0,0,support,low
0.77,0.51,4,141,3,1,0,0,technical,low
0.77,0.83,5,197,4,0,0,0,management,high
0.99,0.99,3,228,4,0,0,0,IT,low
0.6,0.91,4,185,3,1,0,0,product_mng,low
0.41,0.63,5,263,3,0,0,0,RandD,medium
0.78,0.56,3,271,4,0,0,0,marketing,medium
0.83,0.89,4,137,3,0,0,0,sales,medium
0.61,0.55,3,245,3,0,0,0,sales,medium
0.64,0.62,4,145,3,1,0,0,sales,low
0.14,0.89,3,212,6,0,0,0,accounting,low
0.74,0.51,5,198,3,0,0,0,hr,low
0.51,0.58,2,218,2,1,0,0,technical,low
0.69,0.83,5,225,3,0,0,0,management,low
0.4,0.59,3,111,4,1,0,0,IT,low
0.65,0.9,3,163,3,1,0,0,marketing,medium
0.37,0.62,4,253,2,0,0,0,marketing,medium
0.66,0.56,5,202,3,0,0,0,support,medium
0.98,0.84,3,139,2,0,0,0,sales,medium
0.8,0.84,3,251,3,0,0,0,sales,medium
0.75,0.49,4,246,3,1,0,0,sales,low
0.62,0.78,5,250,6,0,0,0,sales,low
0.53,0.58,4,134,2,0,0,0,technical,low
0.57,0.76,2,176,3,0,0,0,technical,low
0.83,0.51,4,199,3,0,0,0,support,low
0.74,0.55,5,168,4,0,0,0,management,low
0.51,0.88,5,225,2,1,0,0,IT,low
0.29,0.85,4,211,2,0,0,0,product_mng,low
0.96,0.5,3,217,2,1,0,0,IT,low
0.72,0.73,5,167,3,0,0,0,marketing,medium
0.39,0.39,2,131,2,0,0,0,marketing,high
0.69,0.67,4,141,3,0,0,0,sales,medium
0.78,0.57,5,114,4,0,0,0,sales,low
0.81,0.89,4,166,2,1,0,0,sales,low
0.93,0.78,5,191,4,0,0,0,hr,medium
0.5,1,3,149,2,0,0,0,hr,medium
0.91,0.66,3,168,3,0,0,0,technical,medium
0.43,0.51,2,123,3,0,0,0,technical,medium
0.85,0.99,6,153,6,0,0,0,technical,medium
0.46,0.54,3,183,4,0,0,0,technical,medium
0.96,1,4,167,2,1,0,0,technical,low
0.53,0.7,4,155,5,1,0,0,support,low
0.65,0.77,2,248,3,0,0,0,support,low
0.79,0.55,5,242,2,0,0,0,support,low
0.79,0.72,5,245,3,1,0,0,technical,low
0.8,0.76,4,135,2,0,0,0,technical,low
0.61,0.79,5,269,2,0,0,0,management,low
0.7,0.52,5,200,2,1,0,0,IT,low
0.55,0.87,3,241,4,0,0,0,IT,low
0.99,0.81,4,246,3,1,0,0,product_mng,low
0.57,0.66,4,151,2,0,0,0,product_mng,low
0.46,0.4,3,145,2,0,0,0,support,medium
0.8,0.7,3,238,2,0,0,0,technical,medium
0.22,0.53,5,160,4,1,0,0,sales,medium
0.95,0.65,5,142,2,1,0,0,sales,low
0.68,0.55,4,169,3,1,0,0,sales,low
0.61,0.46,4,172,3,0,0,0,accounting,low
0.68,0.61,4,227,3,0,0,0,technical,medium
0.94,0.8,6,147,3,0,0,0,technical,medium
0.9,0.68,4,204,4,1,0,0,support,low
0.92,0.97,4,199,3,0,0,0,support,low
0.34,0.62,2,257,6,1,0,0,support,low
0.54,0.74,4,160,6,0,0,0,technical,low
0.88,1,3,248,3,0,0,0,technical,medium
0.56,0.83,5,157,3,0,0,0,IT,medium
0.74,0.99,4,156,3,0,0,0,product_mng,medium
0.84,0.49,3,172,4,0,0,0,RandD,medium
0.75,0.92,3,160,3,1,0,0,technical,medium
0.9,0.52,3,162,2,0,0,0,sales,high
0.51,0.63,3,234,2,0,0,0,sales,high
0.62,0.71,4,168,2,0,0,0,sales,high
0.47,0.43,3,120,3,0,0,0,sales,high
0.79,0.98,3,217,3,0,0,0,sales,low
0.8,0.74,2,205,3,1,0,0,sales,low
0.86,0.56,5,215,2,0,0,0,sales,low
0.92,0.86,3,166,4,0,0,0,sales,low
0.63,0.74,4,202,3,0,0,0,hr,low
0.47,0.41,2,140,3,0,0,0,hr,medium
0.53,0.58,4,251,2,0,0,0,technical,medium
0.85,0.92,3,188,4,0,0,0,technical,medium
0.18,0.52,3,213,4,0,0,0,support,high
0.75,0.98,4,198,3,0,0,0,support,low
0.49,0.56,3,221,3,1,0,0,IT,low
0.85,0.65,4,280,3,1,0,0,IT,medium
0.88,0.9,4,152,4,0,0,0,RandD,medium
0.85,0.83,3,226,2,0,0,0,RandD,medium
0.76,0.81,3,175,3,0,0,0,RandD,medium
0.79,0.74,2,158,3,0,0,0,RandD,medium
0.63,0.52,5,226,4,0,0,0,marketing,medium
0.63,0.7,5,177,2,1,0,0,sales,medium
0.72,0.78,3,229,2,0,0,0,sales,medium
0.78,0.54,4,102,3,0,0,0,sales,low
0.57,0.59,4,197,3,0,0,0,sales,low
0.91,0.78,4,169,4,0,0,0,accounting,low
0.66,0.51,3,192,3,0,0,0,technical,low
1,0.58,4,229,2,1,0,0,technical,medium
0.91,0.49,3,213,4,0,0,0,technical,medium
0.56,0.59,5,254,4,0,0,0,support,high
0.61,0.99,5,98,2,0,0,0,support,medium
0.87,0.7,3,224,3,0,0,0,support,low
0.14,0.83,6,275,6,0,0,0,technical,low
0.67,0.5,5,219,3,0,0,0,IT,medium
0.67,0.58,4,158,3,0,0,0,support,medium
0.97,0.49,4,213,2,0,0,0,sales,medium
0.75,0.93,4,195,3,0,0,0,sales,medium
0.69,0.98,3,261,4,0,0,0,sales,medium
0.58,0.63,4,272,3,0,0,0,technical,medium
0.59,0.76,3,264,3,0,0,0,technical,medium
0.56,0.57,5,274,3,0,0,0,technical,medium
0.73,0.87,4,263,2,0,0,0,support,low
0.82,0.85,5,195,4,0,0,0,technical,low
0.96,0.88,2,193,2,0,0,0,IT,low
0.42,0.58,2,140,3,0,0,0,IT,low
0.97,0.76,6,142,2,0,0,0,product_mng,low
0.6,0.59,3,237,4,1,0,0,product_mng,low
0.23,0.74,5,120,4,0,0,0,accounting,high
0.95,0.73,2,187,2,0,0,0,IT,medium
1,0.51,5,274,4,0,0,0,IT,medium
0.73,0.68,3,132,2,0,0,0,support,medium
0.65,0.79,5,266,3,0,0,0,marketing,medium
0.18,0.67,5,209,4,0,0,0,sales,medium
0.91,0.98,5,135,3,0,0,0,sales,low
0.96,0.72,3,157,3,0,0,0,sales,medium
0.91,0.67,3,257,2,0,0,0,sales,low
0.94,0.85,3,137,3,0,0,0,sales,low
0.84,0.78,5,164,3,0,0,0,accounting,low
0.58,0.43,3,224,6,0,0,0,hr,low
0.51,0.79,5,222,2,0,0,0,technical,low
0.84,0.61,5,202,3,0,0,0,support,high
0.95,0.65,3,183,3,0,0,0,support,medium
0.81,0.84,3,198,2,0,0,0,technical,low
0.78,0.67,5,209,3,0,0,0,technical,low
0.55,0.84,4,200,4,0,0,0,IT,low
0.7,0.47,2,176,5,0,0,0,product_mng,low
0.37,0.85,2,185,3,0,0,0,product_mng,low
0.62,0.64,4,185,2,0,0,0,IT,medium
0.27,0.61,3,213,6,0,0,0,sales,low
0.72,0.74,2,238,3,0,0,0,management,medium
0.68,0.51,3,185,3,0,0,0,marketing,medium
0.13,0.77,4,201,5,0,0,0,marketing,medium
0.71,0.72,4,137,3,0,0,0,sales,medium
0.49,0.85,3,250,2,0,0,0,sales,medium
0.61,0.64,3,187,2,0,0,0,sales,medium
0.89,0.84,6,196,4,0,0,0,sales,medium
0.77,0.7,4,232,3,0,0,0,sales,medium
0.56,0.75,4,141,3,0,0,0,sales,low
0.88,0.8,4,239,3,0,0,0,sales,low
0.92,0.69,3,139,2,0,0,0,accounting,low
0.85,0.77,3,146,4,0,0,0,accounting,low
0.6,0.98,5,213,3,0,0,0,hr,low
0.74,0.58,4,215,3,1,0,0,support,medium
0.68,0.73,3,250,2,0,0,0,support,medium
0.96,0.73,4,273,2,0,0,0,product_mng,low
0.48,0.7,3,251,3,0,0,0,IT,low
0.78,0.96,3,217,3,0,0,0,marketing,high
0.64,0.86,4,143,2,0,0,0,support,medium
0.73,0.67,3,208,4,0,0,0,management,medium
0.15,0.8,5,121,5,0,0,0,sales,medium
0.38,0.51,3,151,2,0,0,0,sales,medium
0.77,0.73,3,224,2,1,0,0,sales,low
0.64,0.74,4,157,4,0,0,0,accounting,low
0.92,0.9,4,179,3,0,0,0,hr,low
0.35,0.71,6,204,4,1,0,0,technical,medium
0.97,0.93,2,160,6,0,0,0,technical,medium
1,0.66,4,173,2,0,0,0,support,medium
0.12,0.65,5,262,6,0,0,0,support,medium
0.57,0.64,4,144,4,0,0,0,technical,low
1,0.56,5,247,3,0,0,0,technical,low
0.93,0.9,3,172,3,0,0,0,product_mng,medium
0.59,0.73,3,195,2,0,0,0,RandD,medium
0.99,0.61,5,196,3,0,0,0,technical,medium
0.64,0.86,4,248,6,0,0,0,marketing,medium
0.89,0.66,4,176,3,0,0,0,sales,high
0.62,0.51,5,134,3,0,0,0,sales,high
0.65,0.54,2,177,3,0,0,0,accounting,low
0.93,0.57,3,141,2,0,0,0,technical,low
0.77,0.76,5,149,2,0,0,0,technical,medium
0.5,0.4,2,108,2,0,0,0,technical,medium
0.56,0.92,3,232,2,0,0,0,support,medium
0.53,0.56,5,236,4,1,0,0,support,high
0.5,0.8,4,261,3,0,0,0,technical,high
0.54,0.59,4,202,3,0,0,0,IT,low
0.97,0.96,4,250,6,0,0,0,RandD,medium
0.59,0.37,3,125,2,0,0,0,RandD,medium
0.64,0.52,3,269,2,0,0,0,sales,medium
0.61,0.74,3,160,3,0,0,0,marketing,medium
0.52,0.99,3,136,3,0,0,0,sales,medium
1,0.63,2,105,2,0,0,0,sales,medium
0.84,0.76,5,243,3,0,0,0,sales,medium
0.75,0.72,5,174,3,0,0,0,sales,medium
0.21,0.39,6,132,5,0,0,0,accounting,medium
0.77,0.95,3,246,3,0,0,0,hr,low
0.79,0.57,4,152,3,0,0,0,technical,low
0.72,0.5,4,245,3,0,0,0,support,medium
0.83,0.67,5,132,2,1,0,0,support,medium
0.48,0.98,3,257,2,0,0,0,support,medium
0.64,0.75,3,169,3,0,0,0,IT,low
0.75,0.98,3,143,2,0,0,0,IT,low
0.99,0.7,3,219,3,0,0,0,support,low
0.73,0.6,4,166,3,0,0,0,sales,high
0.54,0.65,3,185,2,0,0,0,accounting,high
0.14,0.76,5,215,4,0,0,0,technical,low
0.94,0.96,4,270,3,1,0,0,technical,low
0.84,0.79,2,150,3,0,0,0,technical,low
0.54,0.48,3,158,2,0,0,0,support,medium
0.99,0.73,3,181,2,0,0,0,support,medium
0.44,0.63,3,193,3,0,0,0,technical,high
0.25,0.64,4,226,5,0,0,0,management,medium
0.61,0.46,3,171,3,0,0,0,IT,medium
0.78,0.91,3,166,2,1,0,0,product_mng,low
0.63,0.66,3,256,4,1,0,0,RandD,low
0.58,0.67,3,156,2,0,0,0,RandD,low
0.93,0.81,3,143,3,0,0,0,support,low
0.99,0.5,4,173,3,0,0,0,management,low
0.77,0.83,4,154,3,0,0,0,marketing,low
0.68,0.58,4,186,2,0,0,0,sales,medium
0.99,0.98,4,169,3,1,0,0,technical,low
0.89,0.99,4,274,4,0,0,0,technical,low
0.62,0.89,4,254,3,1,0,0,technical,low
0.75,0.62,5,144,3,0,0,0,technical,low
0.71,0.36,2,132,5,0,0,0,support,medium
0.77,0.65,2,162,4,1,0,0,support,medium
0.75,0.71,5,147,4,1,0,0,IT,medium
0.55,0.4,5,219,4,0,0,0,IT,medium
0.46,0.82,2,189,5,0,0,0,product_mng,low
0.52,0.98,4,165,2,0,0,0,sales,low
0.21,0.43,2,249,3,0,0,0,marketing,low
0.54,0.71,3,145,3,1,0,0,sales,medium
0.91,0.82,3,183,2,0,0,0,sales,medium
0.64,0.72,4,152,3,1,0,0,sales,medium
0.91,0.66,3,208,4,0,0,0,sales,medium
0.91,0.52,3,178,3,0,0,0,sales,medium
0.86,0.82,3,263,6,0,0,0,sales,high
0.84,0.73,3,181,3,1,0,0,sales,medium
0.6,0.52,3,236,3,0,0,0,sales,medium
0.3,0.66,4,119,3,0,0,0,technical,low
0.98,0.56,5,188,3,0,0,0,technical,low
0.17,0.73,4,188,5,0,0,0,technical,low
0.32,0.4,2,132,3,0,0,0,technical,low
0.58,0.91,5,185,2,0,0,0,support,low
0.51,0.98,4,245,3,0,0,0,support,medium
0.66,0.9,4,268,3,0,0,0,technical,medium
0.8,0.96,4,160,4,0,0,0,IT,low
0.79,0.56,4,248,3,0,0,0,sales,low
0.83,0.5,5,274,3,0,0,0,accounting,low
0.18,0.73,6,231,4,0,0,0,sales,low
0.92,0.55,4,220,2,0,0,0,sales,medium
0.18,0.48,4,240,4,0,0,0,sales,medium
0.21,0.81,5,142,4,0,0,0,sales,medium
0.75,0.9,3,140,3,0,0,0,sales,low
0.99,0.72,3,163,3,0,0,0,sales,medium
0.74,0.56,4,190,3,1,0,0,accounting,low
0.75,0.71,4,155,4,0,0,0,technical,low
0.88,0.6,4,162,2,0,0,0,technical,low
0.79,0.77,3,201,6,1,0,0,support,medium
0.81,0.64,4,213,3,0,0,0,support,medium
0.55,0.93,5,196,3,0,0,0,IT,medium
0.85,0.99,3,208,2,0,0,0,product_mng,low
0.61,0.75,3,140,3,0,0,0,RandD,low
0.87,0.61,3,162,2,0,0,0,RandD,low
0.96,0.51,4,225,3,0,0,0,marketing,medium
0.6,0.6,3,242,3,0,0,0,technical,medium
0.99,0.55,3,170,3,0,0,0,marketing,medium
0.39,0.37,5,156,4,0,0,0,sales,medium
0.41,0.68,3,191,4,0,0,0,sales,medium
0.65,0.75,3,214,3,0,0,0,sales,medium
0.38,0.5,3,196,3,0,0,0,sales,medium
0.21,0.71,4,270,2,0,0,0,sales,high
0.83,0.71,3,234,4,0,0,0,accounting,high
0.75,0.83,4,133,4,0,0,0,hr,high
0.58,0.69,4,165,3,0,0,0,technical,low
0.62,0.64,4,163,3,0,0,0,technical,low
0.59,0.69,3,162,3,0,0,0,technical,low
0.19,0.63,4,278,6,0,0,0,technical,low
0.92,0.68,5,177,4,0,0,0,support,medium
0.49,0.37,5,246,3,0,0,0,support,medium
0.58,0.49,3,167,3,0,0,0,IT,medium
0.73,0.48,4,139,2,0,0,0,RandD,low
0.73,0.62,4,247,4,0,0,0,sales,low
0.62,0.95,4,140,2,0,0,0,accounting,low
0.79,0.49,3,273,3,0,0,0,sales,medium
0.52,0.96,4,171,2,0,0,0,sales,medium
0.93,0.59,3,273,2,1,0,0,sales,medium
0.56,0.41,5,152,3,0,0,0,sales,medium
0.98,0.91,3,165,2,1,0,0,hr,medium
0.78,0.98,4,207,2,1,0,0,technical,medium
0.63,0.9,4,245,3,0,0,0,technical,low
0.68,0.78,5,233,3,0,0,0,technical,high
0.89,0.57,4,176,4,0,0,0,support,high
0.28,0.95,5,191,3,0,0,0,support,high
0.55,0.87,3,201,2,0,0,0,technical,medium
0.61,0.73,3,252,3,0,0,0,technical,high
0.41,0.63,2,145,2,0,0,0,product_mng,low
0.94,0.69,5,145,2,0,0,0,product_mng,medium
0.7,0.73,4,182,3,0,0,0,IT,medium
0.31,0.51,2,146,3,0,0,0,RandD,low
0.73,0.99,3,241,3,0,0,0,RandD,low
0.92,0.83,4,268,4,0,0,0,sales,low
0.69,0.63,5,140,4,0,0,1,sales,high
0.87,0.94,4,189,3,0,0,1,sales,medium
0.78,0.6,4,206,3,0,0,0,sales,medium
0.66,0.8,4,192,3,0,0,0,hr,medium
0.73,0.86,3,200,4,0,0,0,technical,medium
0.9,0.77,4,273,2,0,0,0,technical,low
0.76,0.88,5,265,4,0,0,0,support,low
0.78,0.54,3,161,3,0,0,0,support,medium
0.9,0.74,3,193,3,0,0,0,technical,medium
0.87,0.48,4,264,3,0,0,0,IT,medium
0.84,0.54,3,245,3,0,0,0,sales,low
0.58,0.38,4,203,5,0,0,0,sales,low
0.77,0.83,3,175,3,0,0,1,sales,medium
0.73,0.69,3,228,2,0,0,1,sales,medium
0.76,0.94,3,189,3,0,0,0,sales,medium
0.26,0.69,5,213,2,0,0,0,accounting,high
0.52,0.98,5,217,2,1,0,0,technical,low
0.67,0.87,5,254,2,0,0,0,support,low
0.84,0.84,4,266,3,0,0,0,support,low
0.75,0.76,3,269,2,1,0,0,technical,medium
0.88,0.85,3,220,3,0,0,0,management,medium
0.89,0.91,3,233,2,0,0,0,IT,medium
0.76,0.92,3,176,2,0,0,0,IT,medium
0.64,0.9,5,266,3,0,0,0,support,low
0.56,0.81,4,188,3,1,0,0,marketing,low
0.99,0.75,4,163,2,0,0,0,sales,low
0.77,0.85,4,189,2,0,0,0,sales,low
